policy_id,field,class,display_class,count,field_total,proportion
43,action_type,observed effect,Observed effect,322,6292,0.051176096630642084
43,interaction_mode,communication,Communication,3206,6292,0.5095359186268277
43,interaction_mode,material_action,Material action,1893,6292,0.3008582326764145
43,interaction_mode,market_or_economic_state,Market/economic state,230,6292,0.03655435473617292
43,interaction_mode,institutional_action,Institutional action,623,6292,0.09901462174189447
43,interaction_mode,other,Other mode,183,6292,0.02908455181182454
43,interaction_mode,intent_or_plan,Intent/plan,38,6292,0.006039415130324221
43,interaction_mode,legal_or_enforcement_action,Legal/enforcement,71,6292,0.011284170375079465
43,interaction_mode,request_or_pressure,Request/pressure,48,6292,0.007628734901462174
43,financial_action_family,cameo_01_make_public_statement,Public statement,3462,6292,0.5502225047679593
43,financial_action_family,market_price_or_liquidity_effect,Market/liquidity effect,129,6292,0.020502225047679592
43,financial_action_family,other_financial_event,Other financial event,383,6292,0.0608709472345836
43,financial_action_family,legislative_policy_authorization,Legislative authorization,791,6292,0.12571519389701208
43,financial_action_family,business_operations_adjustment,Business operations,221,6292,0.03512396694214876
43,financial_action_family,cameo_07_provide_aid_or_public_support,Aid/public support,267,6292,0.04243483788938334
43,financial_action_family,macroeconomic_real_activity_effect,Macro real-activity effect,128,6292,0.020343293070565798
43,financial_action_family,cameo_17_coerce_or_financial_regulation,Cameo 17 Coerce Or Financial Regulation,75,6292,0.011919898283534647
43,financial_action_family,__other_families__,Other families,836,6292,0.13286713286713286
